Case,ET Dice,TC Dice,WT Dice,ET HD95,TC HD95,WT HD95
BraTS-SSA-00111-000,0.8731542229652405,0.905160427093506,0.8472822,3.605551242828369,3.605551242828369,4.4721360206604
BraTS-SSA-00114-000,0.8319188356399536,0.8822077512741089,0.9279508,43.53040313720703,47.16990661621094,31.9162712097168
BraTS-SSA-00151-000,0.9439226388931274,0.9268020391464232,0.46603873,1.4142135381698608,86.90166473388672,51.9596061706543
BraTS-SSA-00153-000,0.021685367450118,0.0640634223818779,0.40015718,65.68865966796875,65.09992218017578,52.86018371582031
BraTS-SSA-00181-000,0.9251757264137268,0.8914343118667603,0.82926023,2.2360680103302,6.164413928985596,38.340579986572266
BraTS-SSA-00186-000,0.8958250880241394,0.912653923034668,0.67682886,1.7320507764816284,7.348469257354736,24.899799346923828
BraTS-SSA-00196-000,0.7306982278823853,0.7751815319061279,0.81977147,7.280109882354736,7.280109882354736,9.989965438842772
BraTS-SSA-00205-000,0.9081759452819824,0.8756359815597534,0.95058334,3.741657495498657,14.59451961517334,3.605551242828369
BraTS-SSA-00211-000,0.8882914185523987,0.8966431021690369,0.87223905,2.4494898319244385,3.1622776985168457,14.866068840026855
BraTS-SSA-00002-000,0.6458235383033752,0.4633645117282867,0.95260364,5.830951690673828,26.83281517028809,2.4494898319244385
BraTS-SSA-00011-000,0.8372129797935486,0.8364258408546448,0.95469517,2.2360680103302,9.0,3.6260204315185542
BraTS-SSA-00047-000,0.239168107509613,0.5187802314758301,0.690679,19.287302017211918,16.278820037841797,11.0
BraTS-SSA-00051-000,0.7756862640380859,0.3520197868347168,0.93068856,11.224971771240234,16.309507369995117,2.4494898319244385
BraTS-SSA-00068-000,0.7881884574890137,0.6433263421058655,0.9261875,3.605551242828369,14.456831932067873,8.774964332580566
BraTS-SSA-00078-000,0.9529077410697936,0.9725000858306884,0.966517,1.0,2.2360680103302,2.0
BraTS-SSA-00081-000,0.2122086435556411,0.2589750289916992,0.92757523,20.416912078857425,20.244741439819336,4.0
BraTS-SSA-00110-000,0.0,0.0,0.7732652,,34.56298065185547,16.031219482421875
BraTS-SSA-00125-000,0.8825734257698059,0.91240394115448,0.92016494,21.56385803222656,25.80697631835937,5.099019527435303
BraTS-SSA-00132-000,0.8676490187644958,0.9477710127830504,0.9509155,2.2360680103302,2.8284270763397217,4.123105525970459
BraTS-SSA-00133-000,0.8841709494590759,0.9606280326843262,0.943054,2.0,2.4494898319244385,3.0
BraTS-SSA-00140-000,0.9206305742263794,0.941619634628296,0.8601056,4.690415859222412,4.690415859222412,10.630146026611328
BraTS-SSA-00144-000,0.8579822182655334,0.8633358478546143,0.8073092,5.385164737701416,3.741657495498657,12.369317054748535
BraTS-SSA-00146-000,0.9740512371063232,0.939663589000702,0.8312015,1.0,2.0,10.677078247070312
