Case,ET Dice,TC Dice,WT Dice,ET HD95,TC HD95,WT HD95
BraTS-GLI-00003-000-t2f.nii.gz,0.9454877972602844,0.9800731539726257,0.9771500825881958,1.0,1.0,1.0
BraTS-GLI-00005-000-t2f.nii.gz,0.8786526918411255,0.9218570590019226,0.9324987530708313,13.908625602722168,46.81026077270508,45.21834945678711
BraTS-GLI-00008-000-t2f.nii.gz,0.40622884035110474,0.3085158169269562,0.8545095920562744,7.141428470611572,7.681145668029785,61.8101806640625
BraTS-GLI-00008-001-t2f.nii.gz,0.829918384552002,0.7337768077850342,0.8695544600486755,11.045360565185547,113.4750747680664,46.79582977294922
BraTS-GLI-00014-001-t2f.nii.gz,0.8683882355690002,0.8999922275543213,0.9181252717971802,4.123105525970459,3.5984718799591064,6.7082037925720215
BraTS-GLI-00024-000-t2f.nii.gz,0.9233182668685913,0.9414629936218262,0.9418900609016418,1.4142135381698608,1.4142135381698608,61.88295364379883
BraTS-GLI-00025-000-t2f.nii.gz,0.8136303424835205,0.8673407435417175,0.7768921256065369,2.2360680103302,46.96491622924805,81.04310607910156
BraTS-GLI-00030-000-t2f.nii.gz,0.7670851349830627,0.7743825912475586,0.9069967865943909,16.552946090698242,17.11724281311035,5.830951690673828
BraTS-GLI-00043-000-t2f.nii.gz,0.3458668291568756,0.696889340877533,0.972601056098938,11.090536117553711,17.11724281311035,1.7320507764816284
BraTS-GLI-00051-000-t2f.nii.gz,0.9569620490074158,0.9617927074432373,0.9196308255195618,1.0,82.45573425292969,35.74213409423828
BraTS-GLI-00058-001-t2f.nii.gz,0.8785529732704163,0.8944668769836426,0.6254797577857971,4.242640495300293,6.78233003616333,27.892650604248047
BraTS-GLI-00061-000-t2f.nii.gz,0.6670082807540894,0.8735596537590027,0.8230677247047424,3.0,52.44758987426758,40.03373336791992
BraTS-GLI-00061-001-t2f.nii.gz,0.29593929648399353,0.1485283523797989,0.2965201437473297,35.0142822265625,41.88078308105469,58.728187561035156
BraTS-GLI-00070-000-t2f.nii.gz,0.9328810572624207,0.9646409749984741,0.9765951633453369,1.4142135381698608,1.4142135381698608,1.4142135381698608
BraTS-GLI-00071-000-t2f.nii.gz,0.9320388436317444,0.9661422967910767,0.9555991291999817,2.0,3.1622776985168457,2.2360680103302
BraTS-GLI-00078-000-t2f.nii.gz,0.9656572937965393,0.9835217595100403,0.9644781351089478,1.0,1.0,39.056358337402344
BraTS-GLI-00090-001-t2f.nii.gz,0.9119842052459717,0.957991898059845,0.9691012501716614,1.0,53.457923889160156,1.4142135381698608
BraTS-GLI-00096-001-t2f.nii.gz,0.9624192714691162,0.9774072170257568,0.9777271151542664,1.0,1.0,1.0
BraTS-GLI-00098-001-t2f.nii.gz,0.9704937934875488,0.9750362634658813,0.9644313454627991,1.0,2.2360680103302,30.084028244018555
BraTS-GLI-00105-000-t2f.nii.gz,0.8370702862739563,0.9253376126289368,0.9491803050041199,2.8284270763397217,3.0,3.0
BraTS-GLI-00111-000-t2f.nii.gz,0.5044883489608765,0.6816960573196411,0.920296847820282,7.280109882354736,19.67231559753418,3.316624879837036
BraTS-GLI-00116-000-t2f.nii.gz,0.16087289154529572,0.14785991609096527,0.6585164666175842,23.622024536132812,42.0,50.58555603027344
BraTS-GLI-00117-000-t2f.nii.gz,0.7464310526847839,0.7050793170928955,0.8763486742973328,3.0,50.27424240112305,21.118711471557617
BraTS-GLI-00128-000-t2f.nii.gz,0.9276571869850159,0.941162645816803,0.9679144024848938,5.74456262588501,8.888015747070312,2.4494898319244385
BraTS-GLI-00139-000-t2f.nii.gz,0.7712949514389038,0.8903188705444336,0.9268695116043091,5.385164737701416,3.605551242828369,3.0
BraTS-GLI-00148-000-t2f.nii.gz,0.9298124313354492,0.9459559321403503,0.8638787865638733,5.74456262588501,24.269290924072266,50.37260437011719
BraTS-GLI-00150-000-t2f.nii.gz,0.8060624599456787,0.811002254486084,0.956368088722229,4.358899116516113,15.55634880065918,13.67479419708252
BraTS-GLI-00151-000-t2f.nii.gz,0.9014944434165955,0.9189729690551758,0.9244055151939392,2.8284270763397217,35.94578552246094,15.36229133605957
BraTS-GLI-00154-000-t2f.nii.gz,0.7425860166549683,0.893539309501648,0.9335408210754395,4.358899116516113,75.1345443725586,46.06517028808594
BraTS-GLI-00211-000-t2f.nii.gz,0.9510236978530884,0.9811584949493408,0.9789395332336426,1.0,1.4142135381698608,1.0
BraTS-GLI-00217-000-t2f.nii.gz,0.9823033213615417,0.9743810296058655,0.976594090461731,3.605551242828369,1.0,1.0
BraTS-GLI-00235-000-t2f.nii.gz,0.9293394088745117,0.9795184135437012,0.9707775115966797,1.0,1.7320507764816284,1.0
BraTS-GLI-00240-000-t2f.nii.gz,0.8960636854171753,0.9509798884391785,0.9743444919586182,1.4142135381698608,96.3846435546875,1.0
BraTS-GLI-00247-000-t2f.nii.gz,0.9282835125923157,0.918603241443634,0.9642150402069092,2.0,4.123105525970459,1.4142135381698608
BraTS-GLI-00259-000-t2f.nii.gz,0.9603824615478516,0.9800973534584045,0.9624994993209839,1.0,1.0,1.4142135381698608
BraTS-GLI-00261-000-t2f.nii.gz,0.975674033164978,0.9904849529266357,0.9754204750061035,1.0,1.0,1.0
BraTS-GLI-00263-000-t2f.nii.gz,0.9519673585891724,0.9733492732048035,0.975976824760437,1.4142135381698608,1.0,1.4142135381698608
BraTS-GLI-00280-000-t2f.nii.gz,0.8380985260009766,0.8493803143501282,0.8102529048919678,1.7320507764816284,41.607688903808594,35.503501892089844
BraTS-GLI-00283-000-t2f.nii.gz,0.9234945178031921,0.929651141166687,0.9271152019500732,1.0,4.242640495300293,3.316624879837036
